Strain_id	name	contigs	genome_length	cds	kingdom	phylum	class	order	family	genus	species	genome_status
1987723.3	Cellvibrio sp. PSBB006 strain PSBB006	1	5257074	4632	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. PSBB006	Complete
2013869.3	Agaribacterium haliotis strain feces2	32	4173851	3851	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agaribacterium	Agaribacterium haliotis	WGS
2022661.3	Cellvibrionaceae bacterium AOL6	53	4129294	3643	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		Cellvibrionaceae bacterium AOL6	WGS
2024837.3	Marinimicrobium sp. strain EAC58	70	3750272	3370	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium sp.	WGS
2026723.3	Cellvibrionaceae bacterium strain SAT230	93	4921160	4675	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		Cellvibrionaceae bacterium	WGS
203122.15	Saccharophagus degradans 2-40	1	5057531	4328	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans	Complete
2202654.3	Marinimicrobium sp. SW121	34	3786040	3268	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium sp. SW121	WGS
306545.3	Marinimicrobium koreense strain DSM 16974	6	3848416	3262	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium koreense	WGS
39650.3	Cellvibrio mixtus strain PSBB022	5	4773886	4327	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio mixtus	WGS
498211.5	Cellvibrio japonicus Ueda107	1	4576573	3774	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus	Complete
529823.3	Cellvibrio sp. OA-2007	97	4595379	4160	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. OA-2007	WGS
569599.3	Umboniibacter marinipuniceus strain DSM 25080	16	2689440	2497	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter	Umboniibacter marinipuniceus	WGS
1004.4	Chitinophaga sancti strain DSM 784	88	8244109	7203	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sancti	WGS
1004304.4	Hydrotalea sandarakina strain DSM 23241	30	3268305	2953	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea sandarakina	WGS
1076522.3	Sediminibacterium sp. OR43	13	3767974	3278	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Asinibacterium	Asinibacterium sp. OR43	WGS
1094955.3	Chitinophagaceae bacterium JGI 0001002-J12	122	942013	926	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium JGI 0001002-J12	WGS
1121884.3	Flavisolibacter ginsengisoli DSM 18119	55	4677460	4472	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsengisoli	WGS
1122605.3	Niabella aurantiaca DSM 17617	28	5925983	5549	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella aurantiaca	WGS
1123248.3	Segetibacter koreensis DSM 18137	75	6107205	5613	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	Segetibacter koreensis	WGS
1123356.3	Terrimonas ferruginea DSM 30193	38	4683027	4027	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas ferruginea	WGS
1220578.3	Flavihumibacter petaseus NBRC 106054	23	5693518	5113	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter petaseus	WGS
1235985.3	Chitinophaga sp. JGI 0001002-D04	290	1829958	1560	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. JGI 0001002-D04	WGS
1235997.3	Hydrobacter penzbergensis strain DSM 25353	40	3961509	3623	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrobacter	Hydrobacter penzbergensis	WGS
1267211.4	Sediminibacterium sp. C3	29	3215632	2982	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp. C3	WGS
1268323.3	Chitinophagaceae bacterium JGI 0001013-J17	163	1182256	1166	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium JGI 0001013-J17	WGS
1268548.3	Taibaiella koreensis strain THG-DT86	27	5945070	5561	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella koreensis	WGS
1285928.3	Niabella drilacis strain DSM 25811	45	6099002	5874	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella drilacis	WGS
1302690.4	Cnuella takakiae strain DSM 26897	34	5659359	5349	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Cnuella	Cnuella takakiae	WGS
1335309.3	Chitinophaga costaii strain A37T2	56	5074440	4625	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga costaii	WGS
1349421.3	Flavihumibacter solisilvae 3-3	75	5410659	4801	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter solisilvae	WGS
1393122.3	Crenotalea thermophila strain DSM 14807	2	2858357	2513	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Crenotalea	Crenotalea thermophila	WGS
1400522.3	Sediminibacterium salmoneum NBRC 103935	110	3189154	2973	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium salmoneum	WGS
1419482.3	Chitinophaga jiangningensis strain DSM 27406	25	7182135	6037	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga jiangningensis	WGS
1434707.3	Taibaiella chishuiensis strain CGMCC 1.12700	24	5841105	5335	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella chishuiensis	WGS
1463156.3	Flavihumibacter sp. ZG627	55	4183635	3878	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter sp. ZG627	WGS
1539050.3	Chitinophaga dinghuensis strain DSM 29821	24	7116247	5968	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga dinghuensis	WGS
1647451.3	Chitinophaga barathri strain YLT18	29	6934298	5832	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga barathri	WGS
1649169.4	Taibaiella soli strain R1-15	33	5387132	4721	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella soli	WGS
1660118.3	Niabella sp. SCN 42-15	73	894739	889	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella sp. SCN 42-15	WGS
1660119.3	Niastella sp. SCN 39-18	51	3217442	3022	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella sp. SCN 39-18	WGS
1703345.3	Niastella vici strain DJ57	134	10058349	8916	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella vici	WGS
1864947.3	Chitinophaga rhizosphaerae strain T16R-86	28	6192739	5411	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga rhizosphaerae	WGS
1869212.1	Chitinophagaceae bacterium strain palsa_947	24	4301747	4147	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium	WGS
1881040.3	Chitinophaga sp. YR573	8	8066695	6676	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. YR573	WGS
1881041.3	Chitinophaga sp. YR627	14	9117871	7541	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. YR627	WGS
1884367.3	Chitinophaga sp. CF118	34	8143991	6769	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. CF118	WGS
1884793.3	Pseudoflavitalea rhizosphaerae strain KACC 18655	43	6708514	5613	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea rhizosphaerae	WGS
1891659.3	Chitinophaga sp. CB10	659	7741829	8711	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. CB10	WGS
1917865.3	Sediminibacterium sp. strain FEMGT703S	16	3223743	2917	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp.	WGS
1936242.3	[Flexibacter] sp. ATCC 35208 strain ATCC 35208	385	8630543	7834	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	[Flexibacter] sp. ATCC 35208	WGS
1946542.3	Flavihumibacter sp. UBA7668	8	5383884	4726	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter sp. UBA7668	WGS
1947456.3	Sediminibacterium sp. UBA657	31	1923776	1725	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp. UBA657	WGS
1951543.3	Chitinophagaceae bacterium UBA1596	167	4220833	4153	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA1596	WGS
1951544.3	Chitinophagaceae bacterium UBA1930	4	4604659	4212	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA1930	WGS
1951545.3	Chitinophagaceae bacterium UBA1931	4	4933920	4306	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA1931	WGS
1951546.3	Chitinophagaceae bacterium UBA1946	89	3684512	3252	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA1946	WGS
1951547.3	Chitinophagaceae bacterium UBA1953	63	4480378	4197	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA1953	WGS
1951548.3	Chitinophagaceae bacterium UBA2375	35	2901647	2577	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2375	WGS
1951549.3	Chitinophagaceae bacterium UBA2419	35	2894168	2593	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2419	WGS
1951550.3	Chitinophagaceae bacterium UBA2467	168	1711468	1809	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2467	WGS
1951551.3	Chitinophagaceae bacterium UBA2789	183	3448140	3451	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2789	WGS
1951552.3	Chitinophagaceae bacterium UBA2791	82	4193846	3924	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2791	WGS
1951553.3	Chitinophagaceae bacterium UBA2793	109	3463189	3325	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA2793	WGS
1951554.3	Chitinophagaceae bacterium UBA3430	182	1940016	1941	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA3430	WGS
1951555.3	Chitinophagaceae bacterium UBA3961	304	4124017	3959	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA3961	WGS
1951556.3	Chitinophagaceae bacterium UBA4128	65	2828557	2737	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4128	WGS
1951557.3	Chitinophagaceae bacterium UBA4407	121	5828504	5677	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4407	WGS
1951558.3	Chitinophagaceae bacterium UBA4411	16	4437404	4098	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4411	WGS
1951559.3	Chitinophagaceae bacterium UBA4412	295	3045382	3341	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4412	WGS
1951560.3	Chitinophagaceae bacterium UBA4413	47	2735115	2590	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4413	WGS
1951561.3	Chitinophagaceae bacterium UBA4857	56	4815261	4238	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA4857	WGS
1951562.3	Chitinophagaceae bacterium UBA5175	331	3322370	3567	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA5175	WGS
1951563.3	Chitinophagaceae bacterium UBA5593	168	2611121	2567	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA5593	WGS
1951564.3	Chitinophagaceae bacterium UBA6666	158	3320547	3275	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA6666	WGS
1951565.3	Chitinophagaceae bacterium UBA7238	69	2798138	2694	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA7238	WGS
1951566.3	Chitinophagaceae bacterium UBA7600	105	5468910	5376	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA7600	WGS
1951567.3	Chitinophagaceae bacterium UBA806	135	5654157	5538	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium UBA806	WGS
1954253.3	Filimonas sp. strain BS15	44	1759097	2071	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	Filimonas sp.	WGS
1985173.3	Chitinophagaceae bacterium IBVUCB1 strain IBVUCB1	2	3412171	3254	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium IBVUCB1	WGS
1985174.3	Chitinophagaceae bacterium IBVUCB2 strain IBVUCB2	3	3998833	3695	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium IBVUCB2	WGS
2015574.3	Chitinophagaceae bacterium BSSC1	6	4337462	3711	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium BSSC1	WGS
2029983.3	Chitinophagaceae bacterium 13	1	5279921	4769	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga caeni	Complete
2033437.3	Chitinophaga sp. MD30	1	7661303	6405	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. MD30	WGS
2077091.3	Chitinophagaceae bacterium RB1R16	21	5429324	4930	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter stenotrophus	WGS
2135462.3	Chitinophaga sp. S165	37	8253042	6862	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. S165	WGS
2135469.3	Filimonas sp. YR581	29	7784966	6414	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	Filimonas sp. YR581	WGS
2164099.3	Chitinophaga sp. XJ-2	23	6329522	5295	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. XJ-2	WGS
2169414.3	Chitinophaga sp. LY-1	11	6146060	5381	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga parva	WGS
2171976.3	Terrimonas sp. NS-102	82	6175289	5697	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas sp. NS-102	WGS
2184080.3	Chitinophaga sp. GDMCC 1.1325	5	8349581	6767	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. GDMCC 1.1325	WGS
2203219.4	Chitinophaga sp. T22	15	6129793	5131	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. T22	WGS
2268757.3	Chitinophagaceae bacterium N24	59	4977494	4641	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium N24	WGS
2282649.3	Chitinophaga sp. GDMCC 1.1288	25	6810585	5672	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. GDMCC 1.1288	WGS
2291814.3	Chitinophaga sp. K20C18050901	75	8355436	7313	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. K20C18050901	WGS
2291815.3	Chitinophagaceae bacterium K23C18032701	24	5834569	5239	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium K23C18032701	WGS
2294116.3	Ferruginibacter sp. BO-59	49	4963791	4659	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp. BO-59	WGS
2301235.3	Taibaiella sp. F-4	37	4826144	4509	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella sp. F-4	WGS
2315862.3	Pseudoflavitalea sp. 5GH32-13	1	8443189	6954	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea sp. 5GH32-13	Complete
2341117.3	Arachidicoccus sp. KIS59-12	1	4099663	3661	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus sp. KIS59-12	Complete
2364882.3	Flavisolibacter sp. X7X	70	6092728	5862	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp. X7X	WGS
29529.4	Chitinophaga arvensicola strain 28_1	30	7852583	6559	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga arvensicola	WGS
331697.3	Chitinophaga skermanii strain DSM 23857	25	6114601	5382	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga skermanii	WGS
354355.4	Niastella yeongjuensis strain 17621	82	8532384	7304	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella yeongjuensis	WGS
354356.3	Niastella koreensis strain GR20	84	8986158	7834	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella koreensis	WGS
363837.3	Chitinophaga ginsengisoli strain DSM 18107	54	8501157	7061	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga ginsengisoli	WGS
393003.3	Chitinophaga ginsengisegetis strain DSM 18108	9	7934943	6649	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga ginsengisegetis	WGS
408074.3	Chitinophaga terrae Kim and Jung 2007 strain DSM 23920	64	6630860	5841	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga terrae Kim and Jung 2007	WGS
413434.4	Sediminibacterium ginsengisoli strain DSM 22335	22	4089980	3699	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium ginsengisoli	WGS
454188.3	Thermoflavifilum aggregans strain DSM 27268	1	2841668	2565	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Thermoflavifilum	Thermoflavifilum aggregans	WGS
477680.4	Filimonas lacunae strain DSM 21054	42	7763674	6475	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	Filimonas lacunae	WGS
485918.6	Chitinophaga pinensis DSM 2588	1	9127347	7201	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	Complete
536979.4	Chitinophaga niabensis strain DSM 24787	6	7130081	5912	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga niabensis	WGS
536980.3	Chitinophaga niastensis strain DSM 24859	34	7326416	6124	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga niastensis	WGS
550983.3	Niastella populi strain 208	264	8612932	7732	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella populi	WGS
551991.3	Arachidicoccus rhizosphaerae strain Vu-144	55	4868714	4240	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus rhizosphaerae	WGS
573321.3	Chitinophaga rupis strain DSM 21039	23	8387119	6813	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga rupis	WGS
577386.3	Niabella yanshanensis strain HAMBI_3031	25	5519621	4947	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella yanshanensis	WGS
634771.3	Chitinophaga eiseniae strain DSM 22224	30	8552642	7218	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga eiseniae	WGS
669455.3	Vibrionimonas magnilacihabitans strain DSM 22423	66	4040222	3721	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Vibrionimonas	Vibrionimonas magnilacihabitans	WGS
714549.17	Hydrotalea flava strain 5	90	1106849	1150	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea flava	WGS
925409.4	Sediminibacterium sp. OR53	4	3715667	3269	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Asinibacterium	Asinibacterium sp. OR53	WGS
929713.3	Niabella soli DSM 19437	28	4730189	4227	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella soli	WGS
105559.4	Nitrosococcus watsonii C-113	3	3373286	3429	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus watsonii	Complete
1123053.3	Rheinheimera baltica DSM 14885	137	4349132	4137	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera baltica	WGS
1123054.4	Rheinheimera perlucida DSM 18276	85	3997788	3757	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera perlucida	WGS
1123055.3	Rheinheimera texasensis DSM 17496	17	4585154	4039	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Pararheinheimera	Pararheinheimera texasensis	WGS
1249627.3	Thiorhodococcus sp. AK35	151	4766665	4233	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Imhoffiella	Imhoffiella purpurea	WGS
1323745.3	Rheinheimera tuosuensis strain CGMCC 1.12461	16	4021573	3723	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera tuosuensis	WGS
1547515.1	Rheinheimera sp. IITR-13	98	3750006	3646	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Pararheinheimera	Pararheinheimera mesophila	WGS
1628148.3	Rheinheimera sp. KH87	2	3441881	3229	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera salexigens	WGS
1630141.3	Candidatus Nitrosoglobus terrae strain TAO100	2	2018309	1937	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Nitrosoglobus	Candidatus Nitrosoglobus terrae	Complete
1635005.3	Rheinheimera sp. KL1	49	4295060	4219	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp. KL1	WGS
1712383.3	Rheinheimera sp. RS3	14	4396207	4079	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp. EpRS3	WGS
173990.3	Rheinheimera pacifica strain DSM 17616	46	4457865	4267	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera pacifica	WGS
1763998.3	Rheinheimera sp. F8	1	4464611	4068	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp. F8	Complete
1827365.3	Rheinheimera sp. SA_1	22	5163701	4555	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp. SA_1	WGS
1834037.4	Rheinheimera sp. KYPC3	114	4745991	4256	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp. KYPC3	WGS
1869214.9	Rheinheimera sp. strain UBA8519	34	3991986	3844	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera sp.	WGS
1946058.3	Arsukibacterium sp. UBA3155	30	3888708	3650	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Arsukibacterium	Arsukibacterium sp. UBA3155	WGS
1946059.3	Arsukibacterium sp. UBA3189	25	3918524	3725	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Arsukibacterium	Arsukibacterium sp. UBA3189	WGS
